id,chat_id,msg_idx,label,window_text
u01870,chat_00233,13,Cotizando,"<USR> necesito una cotizacion <SYS> Falta destino, origen, por favor. <USR> a las 15:00"
u04416,chat_00551,15,Cotización generada,"<SYS> Falta hora, cantidad de personas, por favor. <USR> regreso a las 19:15 <USR> somos 3 personas <SYS> Falta fecha, hora, por favor. <USR> solo ida <SYS> Falta hora, fecha, por favor. <USR> el 01/07/2025 <SYS> Falta hora, por favor. <USR> a las 11:45"
u04770,chat_00596,1,Cotización generada,"<SYS> Falta fecha, hora, por favor. <USR> el 10/06/2025 <USR> regreso a las 18:00 <SYS> Falta hora, cantidad de personas, por favor. <USR> destino Alameda 4189, Valparaíso <SYS> Falta cantidad de personas, hora, por favor. <USR> a las 21:45 <SYS> Falta cantidad de personas, por favor. <USR> somos 12 personas"
u03971,chat_00496,2,Cotización generada,"<SYS> Falta si hay regreso, origen, por favor. <USR> el 14/05/2025 <SYS> Falta hora de regreso, origen, por favor. <USR> regreso a las 09:00 <USR> somos 8 personas <SYS> Falta origen, si hay regreso, por favor. <USR> ida y vuelta <SYS> Falta origen, por favor. <USR> origen Pedro de Valdivia 1032, Temuco"
u03856,chat_00481,15,Cotización generada,"<SYS> Falta fecha, si hay regreso, por favor. <USR> a las 15:30 <SYS> Falta si hay regreso, destino, por favor. <USR> ida y vuelta <USR> el 12/01/2025 <SYS> Falta origen, destino, por favor. <USR> destino Alameda 529, Puerto Montt <USR> regreso a las 10:30 <SYS> Falta origen, por favor. <USR> origen Prat 817, Antofagasta"
u04758,chat_00594,5,Cotización generada,"<SYS> Falta hora de regreso, fecha, por favor. <USR> el 24/02/2025 <SYS> Falta origen, hora de regreso, por favor. <USR> origen Nueva Imperial 4880, La Serena <USR> ida y vuelta <SYS> Falta hora, hora de regreso, por favor. <USR> a las 08:30 <SYS> Falta hora de regreso, por favor. <USR> regreso a las 13:00"
u01686,chat_00210,5,Cotizando,"<USR> buenos dias, necesito hablar con un asesor ✌️ <SYS> Falta si hay regreso, hora, por favor. <USR> origen 1 norte 1686, Rancagua <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> solo ida <USR> el 05/11/2025 <SYS> Falta destino, hora de regreso, por favor. <USR> destino Nueva Imperial 2915, Temuco <USR> a las 16:30"
u00201,chat_00025,8,Potencial cliente,"<USR> buenos dias, necesito hablar con un asesor 🙌"
u02450,chat_00306,1,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta cantidad de personas, destino, por favor. <USR> regreso a las 17:30 <USR> ida y vuelta <SYS> Falta hora, destino, por favor. <USR> a las 07:15 <USR> destino Los Leones 965, Puerto Montt"
u01939,chat_00242,2,Cotizando,"<SYS> Falta hora de regreso, hora, por favor. <USR> ida y vuelta <SYS> Falta hora, destino, por favor. <USR> a las 12:30 <USR> somos 5 personas <SYS> Falta hora de regreso, fecha, por favor. <USR> el 24/06/2025 <SYS> Falta hora de regreso, origen, por favor. <USR> origen Nueva Imperial 3270, Talca"
u01178,chat_00147,9,Cotizando,"<USR> necesito una cotizacion <SYS> Falta hora, fecha, por favor. <USR> destino San Martín 1541, La Serena <SYS> Falta origen, hora de regreso, por favor. <USR> solo ida <USR> regreso a las 11:45 <SYS> Falta fecha, cantidad de personas, por favor. <USR> a las 13:30"
u00807,chat_00100,6,Cotizando,"<USR> necesito una cotizacion <SYS> Falta destino, si hay regreso, por favor. <USR> origen Vicuña Mackenna 3255, Santiago <SYS> Falta hora, destino, por favor. <USR> regreso a las 12:00"
u00516,chat_00064,3,Potencial cliente,"<USR> hola, quisiera info de traslados?"
u02794,chat_00349,9,Cotizando,"<SYS> Falta destino, origen, por favor. <USR> el 06/12/2025 <SYS> Falta destino, hora de regreso, por favor. <USR> destino Providencia 3530, Temuco <SYS> Falta si hay regreso, hora, por favor. <USR> origen Alameda 3154, La Serena <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> regreso a las 13:45"
u01509,chat_00188,4,Cotizando,"<USR> consulta, hacen viajes privados? 😁 <SYS> Falta si hay regreso, fecha, por favor. <USR> origen Nueva Imperial 625, Talca <USR> somos 12 personas <SYS> Falta si hay regreso, hora, por favor. <USR> destino Vicuña Mackenna 711, Talca <USR> solo ida <SYS> Falta hora, fecha, por favor. <USR> a las 21:00 <USR> el 05/03/2025"
u01722,chat_00215,9,Cotizando,"<SYS> Falta origen, cantidad de personas, por favor. <USR> ida y vuelta <USR> origen Los Leones 2576, Santiago <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> somos 4 personas <SYS> Falta fecha, hora, por favor. <USR> destino Alameda 4959, Temuco <SYS> Falta hora, hora de regreso, por favor. <USR> el 01/05/2025"
u01331,chat_00166,2,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> a las 12:15"
u01096,chat_00136,7,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta fecha, cantidad de personas, por favor. <USR> a las 12:30 <SYS> Falta origen, destino, por favor. <USR> el 13/07/2025 <SYS> Falta destino, hora de regreso, por favor. <USR> ida y vuelta"
u04006,chat_00500,5,Cotización generada,"<SYS> Falta hora de regreso, fecha, por favor. <USR> regreso a las 12:30 <USR> origen Pedro de Valdivia 1829, La Serena <SYS> Falta cantidad de personas, fecha, por favor. <USR> ida y vuelta <SYS> Falta cantidad de personas, fecha, por favor. <USR> el 23/11/2025 <SYS> Falta cantidad de personas, por favor. <USR> somos 3 personas"
u03693,chat_00461,12,Cotización generada,"<SYS> Falta destino, cantidad de personas, por favor. <USR> somos 12 personas <SYS> Falta hora de regreso, destino, por favor. <USR> a las 14:15 <USR> el 27/12/2025 <SYS> Falta si hay regreso, origen, por favor. <USR> regreso a las 12:15 <USR> solo ida <SYS> Falta origen, destino, por favor. <USR> destino 1 norte 1431, La Serena <USR> origen Alameda 361, Talca"
u04010,chat_00501,9,Cotización generada,"<SYS> Falta origen, hora de regreso, por favor. <USR> ida y vuelta <USR> somos 10 personas <SYS> Falta hora, destino, por favor. <USR> destino Nueva Imperial 3778, Valparaíso <USR> a las 22:45 <SYS> Falta hora de regreso, origen, por favor. <USR> regreso a las 11:45 <SYS> Falta origen, por favor. <USR> origen Providencia 4612, Puerto Montt"
u04861,chat_00607,12,Cotización generada,"<SYS> Falta origen, cantidad de personas, por favor. <USR> regreso a las 20:00 <SYS> Falta origen, destino, por favor. <USR> solo ida <USR> destino Prat 3015, Viña del Mar <SYS> Falta cantidad de personas, origen, por favor. <USR> el 06/05/2025 <USR> somos 5 personas <SYS> Falta origen, por favor. <USR> origen Apoquindo 3599, Talca"
u02145,chat_00268,0,Cotizando,"<USR> necesito una cotizacion <SYS> Falta origen, cantidad de personas, por favor. <USR> el 28/06/2025 <SYS> Falta hora, si hay regreso, por favor. <USR> a las 14:45"
u03178,chat_00397,9,Cotizando,"<USR> hola! tienen disponibilidad para la semana? ✌️ <SYS> Falta cantidad de personas, hora, por favor. <USR> regreso a las 20:30 <USR> somos 4 personas <SYS> Falta hora, origen, por favor. <USR> origen Vicuña Mackenna 3363, Puerto Montt"
u02114,chat_00264,1,Cotizando,"<SYS> Falta si hay regreso, hora de regreso, por favor. <USR> origen Vicuña Mackenna 267, Valparaíso <SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> somos 10 personas <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> regreso a las 11:30 <SYS> Falta fecha, si hay regreso, por favor. <USR> el 23/05/2025"
u03399,chat_00424,6,Cotización generada,"<SYS> Falta hora de regreso, destino, por favor. <USR> ida y vuelta <SYS> Falta hora de regreso, destino, por favor. <USR> origen Portugal 4318, Talca <USR> destino Los Leones 2620, Concepción <SYS> Falta hora de regreso, hora, por favor. <USR> regreso a las 09:30 <SYS> Falta hora, por favor. <USR> a las 08:30"
u02267,chat_00283,10,Cotizando,"<SYS> Falta destino, fecha, por favor. <USR> solo ida <SYS> Falta fecha, hora, por favor. <USR> origen Pedro de Valdivia 1182, Valparaíso <USR> regreso a las 13:45 <SYS> Falta cantidad de personas, fecha, por favor. <USR> a las 11:30 <SYS> Falta fecha, destino, por favor. <USR> el 28/01/2025"
u03450,chat_00431,9,Cotización generada,"<SYS> Falta destino, hora de regreso, por favor. <USR> origen 1 norte 2265, Temuco <SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> regreso a las 17:30 <SYS> Falta hora, si hay regreso, por favor. <USR> a las 17:15 <USR> ida y vuelta <SYS> Falta destino, cantidad de personas, por favor. <USR> destino Pedro de Valdivia 3786, Rancagua <USR> somos 12 personas"
u03088,chat_00385,15,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta destino, fecha, por favor. <USR> origen San Martín 4407, Temuco <USR> el 14/08/2025 <SYS> Falta destino, si hay regreso, por favor. <USR> a las 21:00 <SYS> Falta hora de regreso, destino, por favor. <USR> ida y vuelta"
u03750,chat_00468,5,Cotización generada,"<SYS> Falta fecha, si hay regreso, por favor. <USR> a las 15:15 <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> regreso a las 14:15 <USR> solo ida <SYS> Falta fecha, origen, por favor. <USR> origen Pedro de Valdivia 3947, Viña del Mar <USR> somos 12 personas <SYS> Falta fecha, por favor. <USR> el 21/11/2025"
u04238,chat_00529,13,Cotización generada,"<SYS> Falta hora de regreso, hora, por favor. <USR> destino Apoquindo 797, Puerto Montt <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> el 25/02/2025 <USR> somos 6 personas <SYS> Falta hora, hora de regreso, por favor. <USR> regreso a las 10:30 <SYS> Falta hora, por favor. <USR> a las 15:45"
u04461,chat_00557,12,Cotización generada,"<SYS> Falta si hay regreso, origen, por favor. <USR> ida y vuelta <SYS> Falta hora, cantidad de personas, por favor. <USR> a las 22:45 <SYS> Falta origen, cantidad de personas, por favor. <USR> origen Los Leones 3186, Santiago <SYS> Falta destino, cantidad de personas, por favor. <USR> somos 3 personas <USR> destino Providencia 1581, Puerto Montt"
u04398,chat_00549,13,Cotización generada,"<SYS> Falta hora, hora de regreso, por favor. <USR> a las 21:30 <USR> ida y vuelta <SYS> Falta hora de regreso, fecha, por favor. <USR> somos 4 personas <SYS> Falta fecha, hora de regreso, por favor. <USR> regreso a las 15:00 <SYS> Falta fecha, por favor. <USR> el 06/12/2025"
u00309,chat_00038,4,Potencial cliente,<USR> necesito una cotizacion
u02265,chat_00283,8,Cotizando,"<USR> consulta, hacen viajes privados? 🚌 <SYS> Falta destino, fecha, por favor. <USR> solo ida <SYS> Falta fecha, hora, por favor. <USR> origen Pedro de Valdivia 1182, Valparaíso <USR> regreso a las 13:45"
u02340,chat_00292,3,Cotizando,"<USR> necesito una cotizacion <SYS> Falta destino, fecha, por favor. <USR> origen Apoquindo 2837, Valparaíso <USR> destino Los Leones 2967, Temuco"
u04583,chat_00572,6,Cotización generada,"<SYS> Falta hora de regreso, origen, por favor. <USR> el 01/11/2025 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> a las 20:15 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 20:00 <USR> origen Nueva Imperial 2667, Viña del Mar <SYS> Falta cantidad de personas, por favor. <USR> somos 12 personas"
u00989,chat_00123,12,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta destino, si hay regreso, por favor. <USR> destino Los Leones 3346, Antofagasta <SYS> Falta hora, cantidad de personas, por favor. <USR> a las 13:30 <SYS> Falta cantidad de personas, fecha, por favor. <USR> origen San Martín 2703, Santiago"
u00412,chat_00051,11,Potencial cliente,<USR> hola! tienen disponibilidad para la semana?
u01067,chat_00133,10,Cotizando,"<SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> solo ida <SYS> Falta hora, origen, por favor. <USR> a las 22:15 <SYS> Falta cantidad de personas, origen, por favor. <USR> somos 5 personas <SYS> Falta hora de regreso, origen, por favor. <USR> origen Portugal 3573, Antofagasta"
u04549,chat_00568,4,Cotización generada,"<SYS> Falta si hay regreso, destino, por favor. <USR> ida y vuelta <USR> somos 4 personas <SYS> Falta hora de regreso, origen, por favor. <USR> destino Prat 382, La Serena <SYS> Falta hora de regreso, origen, por favor. <USR> origen Portugal 153, Rancagua <SYS> Falta hora de regreso, por favor. <USR> regreso a las 08:15"
u01657,chat_00207,8,Cotizando,"<SYS> Falta hora, fecha, por favor. <USR> origen Providencia 820, Santiago <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> el 14/11/2025 <SYS> Falta hora, destino, por favor. <USR> destino Apoquindo 1343, Talca <USR> a las 20:30 <SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> solo ida"
u03396,chat_00424,3,Cotización generada,"<SYS> Falta cantidad de personas, destino, por favor. <USR> el 06/01/2025 <USR> a las 13:45 <SYS> Falta si hay regreso, destino, por favor. <USR> somos 5 personas <SYS> Falta si hay regreso, destino, por favor. <USR> solo ida <SYS> Falta destino, por favor. <USR> destino San Martín 2773, Valparaíso"
u02383,chat_00297,14,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta hora de regreso, destino, por favor. <USR> somos 10 personas <USR> el 23/08/2025 <SYS> Falta hora, origen, por favor. <USR> a las 16:30 <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> regreso a las 12:15"
u01724,chat_00215,11,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta fecha, hora, por favor. <USR> regreso a las 20:45 <SYS> Falta cantidad de personas, origen, por favor. <USR> origen Apoquindo 1143, Santiago"
u01659,chat_00207,10,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta si hay regreso, fecha, por favor. <USR> a las 14:30"
u01120,chat_00139,15,Cotizando,"<USR> buenos dias, necesito hablar con un asesor 🙏 <SYS> Falta cantidad de personas, origen, por favor. <USR> origen 1 norte 353, Viña del Mar <SYS> Falta fecha, hora de regreso, por favor. <USR> regreso a las 16:15 <SYS> Falta cantidad de personas, destino, por favor. <USR> somos 4 personas"
u00765,chat_00095,12,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta origen, si hay regreso, por favor. <USR> regreso a las 20:30 <USR> el 26/05/2025"
u03775,chat_00471,14,Cotización generada,"<SYS> Falta destino, origen, por favor. <USR> el 07/03/2025 <USR> somos 10 personas <SYS> Falta origen, si hay regreso, por favor. <USR> ida y vuelta <SYS> Falta destino, origen, por favor. <USR> destino San Martín 572, Puerto Montt <USR> origen Alameda 3642, Talca <SYS> Falta hora de regreso, hora, por favor. <USR> a las 16:15 <USR> regreso a las 12:30"
u02291,chat_00286,2,Cotizando,"<USR> consulta, hacen viajes privados? <SYS> Falta destino, si hay regreso, por favor. <USR> regreso a las 17:30 <SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> destino Portugal 3518, Puerto Montt <SYS> Falta si hay regreso, fecha, por favor. <USR> somos 2 personas"
u01638,chat_00204,5,Cotizando,"<SYS> Falta hora, cantidad de personas, por favor. <USR> destino 1 norte 1119, Talca <SYS> Falta origen, si hay regreso, por favor. <USR> origen Portugal 1433, Rancagua <SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> ida y vuelta <SYS> Falta fecha, hora, por favor. <USR> somos 12 personas"
u02173,chat_00271,12,Cotizando,"<SYS> Falta fecha, si hay regreso, por favor. <USR> origen Pedro de Valdivia 4344, Antofagasta <SYS> Falta hora de regreso, hora, por favor. <USR> regreso a las 11:15 <SYS> Falta cantidad de personas, destino, por favor. <USR> somos 3 personas <USR> el 26/03/2025 <SYS> Falta destino, si hay regreso, por favor. <USR> solo ida"
u03141,chat_00392,4,Cotizando,"<USR> consulta, hacen viajes privados? ✌️ <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> origen Apoquindo 1631, Temuco <USR> ida y vuelta <SYS> Falta fecha, destino, por favor. <USR> destino Nueva Imperial 4109, La Serena <SYS> Falta cantidad de personas, fecha, por favor. <USR> el 29/04/2025"
u04225,chat_00528,0,Cotización generada,"<SYS> Falta destino, hora, por favor. <USR> el 15/05/2025 <USR> regreso a las 13:30 <SYS> Falta cantidad de personas, hora, por favor. <USR> a las 08:45 <SYS> Falta destino, cantidad de personas, por favor. <USR> somos 2 personas <USR> destino Nueva Imperial 4838, Viña del Mar <SYS> Falta si hay regreso, origen, por favor. <USR> ida y vuelta <USR> origen Alameda 4872, Santiago"
u01218,chat_00152,1,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta cantidad de personas, hora, por favor. <USR> el 14/06/2025 <SYS> Falta origen, destino, por favor. <USR> regreso a las 21:15 <SYS> Falta hora, cantidad de personas, por favor. <USR> solo ida"
u03453,chat_00431,12,Cotización generada,"<SYS> Falta hora, si hay regreso, por favor. <USR> origen Nueva Imperial 3277, Concepción <USR> a las 15:00 <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> solo ida <SYS> Falta cantidad de personas, fecha, por favor. <USR> el 13/11/2025 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 16:15 <USR> somos 5 personas"
u03042,chat_00380,1,Cotizando,"<USR> consulta, hacen viajes privados? 😉 <SYS> Falta hora de regreso, fecha, por favor. <USR> el 23/01/2025 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> solo ida <SYS> Falta destino, origen, por favor. <USR> somos 8 personas"
u03814,chat_00476,5,Cotización generada,"<SYS> Falta hora de regreso, si hay regreso, por favor. <USR> el 09/09/2025 <USR> origen Nueva Imperial 2576, Talca <SYS> Falta hora de regreso, destino, por favor. <USR> destino 1 norte 4942, La Serena <USR> solo ida <SYS> Falta hora, hora de regreso, por favor. <USR> regreso a las 13:45 <SYS> Falta hora, por favor. <USR> a las 13:30"
u03540,chat_00442,3,Cotización generada,"<SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> a las 19:15 <SYS> Falta cantidad de personas, origen, por favor. <USR> origen San Martín 3920, Viña del Mar <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 08:15 <SYS> Falta cantidad de personas, por favor. <USR> somos 5 personas"
u03339,chat_00417,10,Cotización generada,"<SYS> Falta destino, hora, por favor. <USR> destino Los Leones 4781, Talca <USR> a las 07:00 <SYS> Falta si hay regreso, origen, por favor. <USR> origen Apoquindo 1843, Temuco <SYS> Falta si hay regreso, fecha, por favor. <USR> somos 12 personas <USR> el 03/08/2025 <SYS> Falta si hay regreso, por favor. <USR> solo ida"
u03055,chat_00381,14,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta hora, si hay regreso, por favor. <USR> origen Nueva Imperial 2465, La Serena <SYS> Falta si hay regreso, destino, por favor. <USR> regreso a las 14:30 <USR> a las 17:45"
u02405,chat_00300,4,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta origen, hora, por favor. <USR> somos 8 personas <USR> destino Apoquindo 4517, Viña del Mar <SYS> Falta hora de regreso, hora, por favor. <USR> origen Pedro de Valdivia 2229, Antofagasta <USR> regreso a las 07:30"
u01073,chat_00134,0,Cotizando,"<USR> consulta, hacen viajes privados? <SYS> Falta si hay regreso, origen, por favor. <USR> somos 2 personas <SYS> Falta hora de regreso, destino, por favor. <USR> origen Prat 1686, Concepción <SYS> Falta fecha, hora de regreso, por favor. <USR> solo ida"
u03000,chat_00374,7,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta hora, hora de regreso, por favor. <USR> ida y vuelta <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> el 25/02/2025 <SYS> Falta hora, destino, por favor. <USR> a las 19:15 <USR> somos 8 personas"
u00433,chat_00054,0,Potencial cliente,"<USR> buenos dias, necesito hablar con un asesor 🙏"
u02452,chat_00306,3,Cotizando,"<USR> consulta, hacen viajes privados? <SYS> Falta hora, origen, por favor. <USR> destino Los Leones 1900, Rancagua"
u00762,chat_00095,9,Cotizando,"<USR> consulta, hacen viajes privados? 🙌 <SYS> Falta hora, fecha, por favor. <USR> somos 10 personas <SYS> Falta origen, fecha, por favor. <USR> origen Pedro de Valdivia 3499, La Serena"
u04232,chat_00528,7,Cotización generada,"<SYS> Falta hora de regreso, hora, por favor. <USR> regreso a las 21:15 <USR> a las 11:15 <SYS> Falta cantidad de personas, origen, por favor. <USR> somos 3 personas <SYS> Falta fecha, origen, por favor. <USR> el 22/12/2025 <SYS> Falta origen, por favor. <USR> origen Nueva Imperial 1887, Antofagasta"
u04517,chat_00564,4,Cotización generada,"<SYS> Falta hora de regreso, destino, por favor. <USR> el 06/03/2025 <SYS> Falta origen, si hay regreso, por favor. <USR> ida y vuelta <USR> somos 2 personas <SYS> Falta destino, hora de regreso, por favor. <USR> destino Providencia 4161, La Serena <USR> a las 11:15 <SYS> Falta origen, hora de regreso, por favor. <USR> origen Vicuña Mackenna 2976, Valparaíso <USR> regreso a las 20:15"
u03120,chat_00389,15,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> somos 10 personas <SYS> Falta si hay regreso, hora, por favor. <USR> regreso a las 22:00 <SYS> Falta fecha, origen, por favor. <USR> a las 18:15"
u01340,chat_00167,11,Cotizando,"<SYS> Falta hora, fecha, por favor. <USR> a las 20:15 <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> somos 10 personas <SYS> Falta fecha, origen, por favor. <USR> solo ida <SYS> Falta origen, hora de regreso, por favor. <USR> regreso a las 20:15"
u01740,chat_00217,11,Cotizando,"<SYS> Falta destino, hora, por favor. <USR> el 07/05/2025 <USR> origen Vicuña Mackenna 819, Santiago <SYS> Falta hora, si hay regreso, por favor. <USR> solo ida <SYS> Falta cantidad de personas, destino, por favor. <USR> regreso a las 14:45 <USR> a las 17:30 <SYS> Falta cantidad de personas, destino, por favor. <USR> destino Apoquindo 2511, Santiago"
u03134,chat_00391,13,Cotizando,"<SYS> Falta si hay regreso, destino, por favor. <USR> destino Pedro de Valdivia 2066, La Serena <SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> el 27/06/2025 <SYS> Falta origen, cantidad de personas, por favor. <USR> somos 8 personas <SYS> Falta origen, si hay regreso, por favor. <USR> origen San Martín 2143, Viña del Mar"
u03598,chat_00449,13,Cotización generada,"<SYS> Falta destino, hora de regreso, por favor. <USR> destino Pedro de Valdivia 2579, Viña del Mar <SYS> Falta fecha, cantidad de personas, por favor. <USR> regreso a las 19:15 <USR> el 09/04/2025 <SYS> Falta cantidad de personas, origen, por favor. <USR> origen Prat 4795, La Serena <SYS> Falta cantidad de personas, por favor. <USR> somos 6 personas"
u02627,chat_00328,2,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> el 24/04/2025 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 12:00 <SYS> Falta cantidad de personas, destino, por favor. <USR> ida y vuelta"
u01254,chat_00156,5,Cotizando,"<SYS> Falta fecha, si hay regreso, por favor. <USR> ida y vuelta <SYS> Falta fecha, origen, por favor. <USR> el 28/12/2025 <SYS> Falta hora de regreso, hora, por favor. <USR> a las 22:30 <SYS> Falta origen, hora de regreso, por favor. <USR> regreso a las 15:00"
u03054,chat_00381,13,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta hora, si hay regreso, por favor. <USR> origen Nueva Imperial 2465, La Serena"
u02637,chat_00329,12,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta destino, hora, por favor. <USR> el 12/01/2025 <USR> destino Pedro de Valdivia 2031, Rancagua <SYS> Falta hora, cantidad de personas, por favor. <USR> a las 15:00"
u00065,chat_00008,0,Potencial cliente,"<USR> buenos dias, necesito hablar con un asesor"
u02878,chat_00359,13,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta hora de regreso, destino, por favor. <USR> ida y vuelta <SYS> Falta hora, fecha, por favor. <USR> regreso a las 10:45"
u02771,chat_00346,2,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta fecha, destino, por favor. <USR> ida y vuelta"
u04481,chat_00560,0,Cotización generada,"<SYS> Falta cantidad de personas, fecha, por favor. <USR> solo ida <SYS> Falta origen, destino, por favor. <USR> somos 3 personas <USR> origen Nueva Imperial 1993, Rancagua <SYS> Falta destino, hora, por favor. <USR> a las 12:15 <SYS> Falta destino, fecha, por favor. <USR> el 21/08/2025 <USR> destino 1 norte 2444, Antofagasta"
u04275,chat_00534,2,Cotización generada,"<SYS> Falta cantidad de personas, destino, por favor. <USR> destino Alameda 1297, La Serena <USR> somos 12 personas <SYS> Falta origen, fecha, por favor. <USR> el 28/12/2025 <SYS> Falta origen, hora de regreso, por favor. <USR> regreso a las 10:45 <SYS> Falta origen, por favor. <USR> origen Los Leones 1808, Antofagasta"
u01664,chat_00207,15,Cotizando,"<USR> hola, quisiera info de traslados? 🚐 <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> a las 16:15 <SYS> Falta fecha, destino, por favor. <USR> el 13/06/2025 <USR> origen Los Leones 4125, Talca <SYS> Falta destino, cantidad de personas, por favor. <USR> regreso a las 21:15 <USR> somos 5 personas"
u04343,chat_00542,6,Cotización generada,"<SYS> Falta hora, origen, por favor. <USR> destino Alameda 825, Valparaíso <SYS> Falta fecha, hora de regreso, por favor. <USR> origen Apoquindo 3440, Puerto Montt <SYS> Falta fecha, hora de regreso, por favor. <USR> somos 2 personas <USR> regreso a las 18:00 <SYS> Falta hora, fecha, por favor. <USR> a las 21:00 <USR> el 02/04/2025"
u02793,chat_00349,8,Cotizando,"<SYS> Falta origen, cantidad de personas, por favor. <USR> somos 3 personas <SYS> Falta destino, origen, por favor. <USR> el 06/12/2025 <SYS> Falta destino, hora de regreso, por favor. <USR> destino Providencia 3530, Temuco <SYS> Falta si hay regreso, hora, por favor. <USR> origen Alameda 3154, La Serena"
u02886,chat_00360,5,Cotizando,"<USR> hola! tienen disponibilidad para la semana? 🚐 <SYS> Falta origen, cantidad de personas, por favor. <USR> el 21/09/2025 <SYS> Falta si hay regreso, hora, por favor. <USR> solo ida"
u01655,chat_00206,6,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta hora, fecha, por favor. <USR> origen Providencia 820, Santiago <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> el 14/11/2025"
u01713,chat_00214,0,Cotizando,"<USR> hola, quisiera info de traslados? 🚌 <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> solo ida <SYS> Falta origen, hora de regreso, por favor. <USR> origen Providencia 1310, Puerto Montt"
u04835,chat_00604,2,Cotización generada,"<SYS> Falta origen, cantidad de personas, por favor. <USR> destino Los Leones 4595, La Serena <SYS> Falta hora, si hay regreso, por favor. <USR> el 05/06/2025 <USR> origen Prat 868, Temuco <SYS> Falta hora, hora de regreso, por favor. <USR> regreso a las 22:15 <USR> a las 17:00 <SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> solo ida <USR> somos 4 personas"
u04763,chat_00595,10,Cotización generada,"<SYS> Falta si hay regreso, origen, por favor. <USR> destino Los Leones 356, Puerto Montt <USR> ida y vuelta <SYS> Falta fecha, cantidad de personas, por favor. <USR> origen Pedro de Valdivia 459, Viña del Mar <SYS> Falta hora, fecha, por favor. <USR> el 04/10/2025 <USR> somos 3 personas <SYS> Falta hora, por favor. <USR> a las 07:00"
u00763,chat_00095,10,Cotizando,"<USR> consulta, hacen viajes privados? 🙌 <SYS> Falta hora, fecha, por favor. <USR> somos 10 personas <SYS> Falta origen, fecha, por favor. <USR> origen Pedro de Valdivia 3499, La Serena <SYS> Falta destino, si hay regreso, por favor. <USR> destino San Martín 4085, Viña del Mar <USR> el 10/01/2025"
u00984,chat_00122,7,Cotizando,"<USR> necesito una cotizacion <SYS> Falta origen, si hay regreso, por favor. <USR> destino Los Leones 2281, La Serena <SYS> Falta origen, cantidad de personas, por favor. <USR> ida y vuelta"
